    3    10     1.262030167516162e+03
    6.889455024148621e-01     6.627031902962780e+00     1.898756499497585e+00    -1.724582047542457e-01    -1.926272369780366e+00     1.019781981731006e+01     2.263952574600033e+00     1.180255651266947e+01
    5.827246224607986e-02     5.398156345857769e+00    -1.278294522646803e+00    -1.009245838466142e+00     1.331470673113615e+01    -4.306195198075053e+00     5.417046259391544e+00    -6.325371457524159e+00
   -3.038687963441554e-02     3.085671589469321e+00     1.272355208885710e-01    -1.802888109995495e+00     7.678997183665544e-01     9.296042617609919e-02     5.548080653452510e+00     3.749031836890550e-01
   -6.285747287830332e+00     1.404715393136596e+01     2.972956735629192e+00    -3.370472552470296e+00     2.883319767677364e+01     6.312149490224230e+01     2.878724133179599e+01     6.326234833802583e+01
   -2.220860439636284e+01     2.926445849830281e+01     7.984904281140279e+00    -6.638098317268714e+00     1.721876480695636e+01     3.808684909887606e+02     1.724379524609432e+01     3.808663996442976e+02
   -6.483715087871032e+01     5.820356121893062e+01     2.122978031869789e+01    -1.213234627517056e+01    -6.705955339713073e+02     2.021911516920295e+03    -6.705970749945970e+02     2.021903432724717e+03
   -1.751304777353786e+02     1.050736215605104e+02     5.321960862004880e+01    -1.679572341071955e+01    -7.556024898974591e+03     8.533561032382219e+03    -7.556027940704456e+03     8.533561053865201e+03
   -4.290790739040221e+02     1.444357903414195e+02     1.124593005817142e+02    -3.428886490929068e+00    -4.775877516335789e+04     1.771470769400388e+04    -4.775877558916824e+04     1.771470846599795e+04
   -8.727540894824754e+02     5.475175503492351e+01     2.704894991501075e+02     3.544734856621905e+01    -2.380115386786869e+05    -1.612697422654111e+04    -2.380115386407346e+05    -1.612697413598858e+04
   -1.272733007205235e+03     0.000000000000000e+00    -2.347296988646124e-77     1.980415097877408e+01     3.016412074799949e-74    -2.520539703368178e+04     3.019166815605140e-74    -2.520539704030808e+04
